file,text
common_voice_tk_37776208.wav,Gala ýetip bilmejegine gözi ýeten goşun yza çekilmäge başlady.
common_voice_tk_37776209.wav,"- Hiç, o hiç. Pulam hiç."
common_voice_tk_37776215.wav,Burnunyň çala bildirýän örküjini hyrlyň niline oýkady.
common_voice_tk_37776221.wav,Pis näme? Ýaýnabersinmi?
common_voice_tk_37776257.wav,"Wi bagyşlaň gapyda adyňyz ýok eken, bu otag siziňkimi - diýip seslendi."
common_voice_tk_37776258.wav,Durmuşumyzyň her böleginde dürli-dürli ýerlerde bagty gözländiris.
common_voice_tk_37776260.wav,Göterinibilmedi.
common_voice_tk_37776272.wav,Hamala öz gaýratyny özüne subut etmek isleýärdi.
common_voice_tk_37776276.wav,Has dogrusy bu jezany grekler çekdi.
common_voice_tk_37776286.wav,"Ýanymdaky dostum bolmasady, menem hezil edip özüme aglasadym."
common_voice_tk_37776287.wav,Men ýüzüme urulan ýaly boldum.
common_voice_tk_37776293.wav,Alajabars
common_voice_tk_37776298.wav,Seni bir demde öldürmäne gaýratym çatmady.
common_voice_tk_37776305.wav,Her kim ýatyr – dünýe ilki bolup oýanýan ýaly.
common_voice_tk_37776318.wav,"Birdenem gyzyň ýüzüniň gyzaryp gidişi, nazarynyň aşak bakyşy."
common_voice_tk_37776319.wav,"Bilýän, siziň lapyňyzy keç etdim."
common_voice_tk_37776335.wav,"Hekaýa, goşgy, powest, ssenariý… diýen ýaly zatlaram şol dostumyň saçlaryny ýatladýar."
common_voice_tk_37776341.wav,Näçe goja bolsa-da ýer şaryň özündenä goja däldir.
common_voice_tk_37776342.wav,"Sary ýaryny kabul etmän ýaşyl ýaşaýyşy wasp etmek bolmaz, etjegiňem waspy kem bolar."
common_voice_tk_37776343.wav,«Gurçuklara tut ýaprak tapyp bilmedik
common_voice_tk_37776344.wav,"Ynha, bir goja gelýändir, agras ädimläp."
common_voice_tk_37772915.wav,Sen ol ýagtylyga seslenip ýagşylyk talap etmegi başarmaly bolýarsyň.
common_voice_tk_37772916.wav,"Onsoňam bazara giren ýeriňde, ýerde oturyp satýanlar, alyp-satar bazarçylar bolmansoň zatlaryny arzan berýärdiler."
common_voice_tk_37772917.wav,Biziňkileriň köpüsiniň toýy sentýabra gabat gelýär.
common_voice_tk_37772918.wav,Uzakdan bir ses gelen ýaly boldy
common_voice_tk_37772919.wav,Mundan soňky aýtjak bolýan zadym düşnüklidir.
common_voice_tk_37772950.wav,Bi ýerde ölüm bilen jan çaknyşanokmy?
common_voice_tk_37772951.wav,"Eger oňa atgulak daňylaýsa, ilki özüni günäkärlejekdi, oňa atgulak daňdyrjak däldi."
common_voice_tk_37772952.wav,"Onuň dilinde, türkmen dilinde «saryýa» diýen söz ýok."
common_voice_tk_37772953.wav,"Hawa, menem owal «Öwgüdir-dä onuň nämesine düşünjek?» diýip pikir edýärdim."
common_voice_tk_37772954.wav,Ýöne men hatda häzire çenli hem goşgy ýazýaryn diýip özüme kabul etdirip bilemok.
common_voice_tk_37772986.wav,"Ýeser ýerem agzybir ýaşajak diýip, baryň suratkeş bolmalymy?"
common_voice_tk_37772987.wav,- Bir başa bir ölümmidir?
common_voice_tk_37772989.wav,Ýekelik derdini çekenler biler.
common_voice_tk_37772990.wav,Beýle adamlar ýaranyň barlygyna seretmän diňe agyrydan jöwrenmekden derman tapjak bolýarlar.
common_voice_tk_37772992.wav,"Garyň reňki akdanam aňyrdaky bir ak, gülüň reňki hasam üýtgeşik."
common_voice_tk_37772993.wav,Ýaşuly jogap berip bilmedi ýöne:
common_voice_tk_37772994.wav,oklanan kesek özüme degip duran ýaly.
common_voice_tk_37790087.wav,Nazar şyh bu gezek ogluny goldapdyr.
common_voice_tk_37790100.wav,Olar batyryň jesedini alyp yzlaryna dolandylar.
common_voice_tk_37804573.wav,"Ýa-da köp zady Allaň boýnuna dakýas, olaram dakaýmalymyka?"
common_voice_tk_37804574.wav,"Ýöne biz o döwürler çaga süýtdeş daýymy, doganoglan daýymy tapawudyny bilemizok."
common_voice_tk_37804609.wav,"Ol adam «Bolýar» diýip boýun alar welin, sen hasam özüňi müýnli duýarsyň."
common_voice_tk_37804625.wav,alasyň gelenini alyp bileňok.
common_voice_tk_37804697.wav,"Olam meşhur akyldar, matematik Pifagor."
common_voice_tk_37804735.wav,"Biz Gurbannazaryňky ýaly ýazjak bolduk, oňa öýkündik"
common_voice_tk_37804760.wav,Onuň öz eden ýagşylygyndan lezzet almaga haky bar.
common_voice_tk_37804764.wav,"Ýada meň derde galyşym, ölüni direltjek bolmak ýaly bir zatmyka?"
common_voice_tk_37793055.wav,Gany gan bilen ýuwjak bolarlar.
common_voice_tk_37793058.wav,Oraz ýüzüni tutdy.
common_voice_tk_37793061.wav,We tapylanyndan bäri hem ýanyjy güýjüniň bardygy bilinýär.
common_voice_tk_37793071.wav,Haýsy ujuna ýakyndygymyz barada hiçhili maglumat ýok.
common_voice_tk_37793090.wav,Kesgitlemede bellenişi ýaly bagt kanagatlanmak bilen gönüden göni baglanşykly hasaplanýar.
common_voice_tk_37793099.wav,Elliden aşan ýaşym jogap berýär:
common_voice_tk_37793115.wav,Şonda biriniň ýaramaz iş edenini eşdip «Ol namaz okaýar-a?!» diýenimi bilmän galypdym.
common_voice_tk_37793171.wav,Kimdigi anyk ýadyma düşenok
common_voice_tk_37793184.wav,Birazajyk pikirim şaha ýarjak boldy
common_voice_tk_37793185.wav,"Mekdep tamamlandy, indi nirä?"
common_voice_tk_37793203.wav,Doganam: «Aglak oglandanam awçy bolarmy?» diýipdi.
common_voice_tk_37793231.wav,Öwünip diýdigim bolmasyn
common_voice_tk_37793257.wav,Jogabyny berýäňem – agzalalyk başlanýar.
common_voice_tk_37793267.wav,- Saglykmy?
common_voice_tk_37793293.wav,"Edebiýatda-da, edil kino sungatyndaky ýaly, ýygşyrmak kyn."
common_voice_tk_37793362.wav,Ölümi ýatlamak diýmek — pikiri durlamak diýmek.
common_voice_tk_37793363.wav,Aslynda adamy kän gürletmeýänem şol manylyk bolsa gerek.
common_voice_tk_37793364.wav,"Ýöne olar hapalaryny bi wagt çak çykaryp, garry enäň gabynyň üstüne döküp gaýdýan ekenler."
common_voice_tk_37793365.wav,"Emma ol günleriň hersi bir aýa, bary birleşibem uzyn tükeniksiz ýyla süýnene meňzeýärdi."
common_voice_tk_37793377.wav,Öýlenmän dünýeden öten ýigidiň tabydynyň baş ujuna atgulak daňylýanyny Oraz şonda görüpdi.
common_voice_tk_37793378.wav,Ikisini bir-birinden tapawutlandyryp bilýän adamlar hem ýaşaýşyň manysyna düşünýärler hemem ölüme taýýar bolýarlar.
common_voice_tk_37793399.wav,"Ýasama ýylgyrdym, hatda gülenem boldum, tekepbir diýdirmejek bolup"
common_voice_tk_37793400.wav,-diýipdirinde oýlanmamyň yzyny ýazmandyryn.
common_voice_tk_37793430.wav,"Olaryň sarsman, haýbatly duruşlaryna bendi bolanyňy duýman galýaň."
common_voice_tk_37793473.wav,we ägirt hek we beýleki uglerod daşlaryny emele getiripdir.
common_voice_tk_37793506.wav,eli kündükli gapa ýetiberende gelen iňňil-dä gaňryldy.
common_voice_tk_37793508.wav,Ezizowyň her gezek güýz barada ýazanynda aslynda ölüm hakynda ýazýandygy hemmä mälim bolsa gerek.
common_voice_tk_37788710.wav,Birden jygyldap hammamyň gapysy açyldy.
common_voice_tk_37788712.wav,"– Ýok, janym."
common_voice_tk_37788714.wav,Bu programmada ýalňyşlyk bolup biler
common_voice_tk_37788715.wav,Öýüne gelen Maksat bulgar burçly pakedi alyp maşynyndan düşdi.
common_voice_tk_37788721.wav,"şäherden ýadaw, bitirip bilmedik işine lapykeç öýe gelýär."
common_voice_tk_37788724.wav,Ýöne men hatda häzire çenli hem goşgy ýazýaryn diýip özüme kabul etdirip bilemok.
common_voice_tk_37788726.wav,Öz ýanyndan «Men ýarasy gutulandyr öýdüp ýördüm» diýip
common_voice_tk_37788744.wav,Her bir zady diliňe alyp bolmaýar ahyryn.
common_voice_tk_37788747.wav,"Emma matalaryň içinden, çeper barmaklaryň erki bilen, ýüzüp barşyna syn etseň, oňa gözüň gidýär."
common_voice_tk_37788814.wav,Hakykatdanam Şyh gowy hudojnikdi.
common_voice_tk_37788815.wav,Şol bada-da tarapyň müň dürli goşmaça taraplary ýitirim boldy.
common_voice_tk_37788816.wav,Obaň adamlary bu ýagdaýy oňlanoklar.
common_voice_tk_37788818.wav,Onda-da belki garrylygyň we keselleriň çäresini tapmak nesip eder.
common_voice_tk_37788852.wav,Öwgi şeýle zat.
common_voice_tk_37788855.wav,Bu rowaýatda gedemlikden gürrüň edilýändir öýderdim
common_voice_tk_37788882.wav,Beýle manyly azatlygyň çäkleriniň giňelmegi üçin yhlas edeniňe deger.
common_voice_tk_37788886.wav,Onda agzybirligiň diregi ýokmy?
common_voice_tk_37788898.wav,Sebäbi?
common_voice_tk_37788902.wav,– Eje näme boldy?
common_voice_tk_37788903.wav,Edil ýaryşa çykmankaň garşydaşyň özüňden ýyndamdygyny boýun alan ýaly.
common_voice_tk_37788923.wav,"diňe öwgi hakynda oýlanasym, onuň manysyna düşünesim geldi-de..."
common_voice_tk_37789020.wav,Sebäbi olar hakykatyň seretmesi kyn tarapyna seretmegi başarýarlar.
common_voice_tk_37789022.wav,"Ýigitligiň joşguny diýse, oňa sähelçe-de pis pikir bilen seretmändi."
common_voice_tk_37789029.wav,"jedele-de goşulmazdy, howsala-da düşmezdi."
common_voice_tk_37789033.wav,Dertsiz dag dag däldir
common_voice_tk_37789061.wav,Ahyry nälaç «Haljan! Namazyň geçýä» diýdi.
common_voice_tk_37789103.wav,"Halja dostum, şehit."
common_voice_tk_37789104.wav,Menem häzir şeýle halda.
common_voice_tk_37789187.wav,Ýöne men birinji girdim.
common_voice_tk_37789189.wav,Onuň dogrusy bir taraplydy.
common_voice_tk_37789194.wav,Gahrymanymyz bolsa köşgüň syryny aňyp ugran ýaly has töre tarap ýöredi.
common_voice_tk_37884591.wav,Birden tutuş durky bilen üýtgäp
common_voice_tk_37884593.wav,Hatda alymlaryň arasynda: «Bularyň haýsysy Jelaletdin Rumyka?» diýenlerem tapylýar.
common_voice_tk_37884730.wav,Biz şu düşünje bilen janymyzy ýaka-ýaka saçymyzy agardyp ýörüs dälmi?
common_voice_tk_37884732.wav,"Pikir dünýämizde nämäni, kimi nirä oturtjakdygymyzy bilmek üçin ilki bilen olaryň gymmatyny kesgitlemeli."
common_voice_tk_37884735.wav,"häzirki tebigy zada öwrülen hadysalar, geçen nesliň düýşünde-de görmejek"
common_voice_tk_37884739.wav,oňa gijem bolsa melhem gözleýän.
common_voice_tk_37884740.wav,Turup Aýy synlamaga penjiräň öňüne barmadyk Aýbölek ahyry uka gitdi.
common_voice_tk_37884749.wav,"Ýöne biz o döwürler çaga süýtdeş daýymy, doganoglan daýymy tapawudyny bilemizok."
common_voice_tk_37884750.wav,Aslynda bu ýagdaýy onuň subýektiwligine hem baglap bolar.
common_voice_tk_37884751.wav,Köp halatlarda mamla bolmagyňyz hem ahmal.
common_voice_tk_37884754.wav,Girmän durup bilmedi.
common_voice_tk_37884758.wav,Bu gün bolsa ol şeýle-de ir turmalydy.
common_voice_tk_37884764.wav,ulalsam şol bolasym geldi.
common_voice_tk_37884765.wav,"Ýaşaýyşyň ýekeje sekundynyňam ahmyryny çekmezlik üçin, ölümi ýekeje sekunt hem hasapdan çykarmaly däl."
common_voice_tk_37884768.wav,Diýmek il içinde ýekelik derdini çekip bilýän adamlar öz kirlerinden habardar bolup
common_voice_tk_37884770.wav,"Ýazyjy meşhur bolsa, eserine düşünse-düşünmese öwýänlere-de duşulýar."
common_voice_tk_37884773.wav,Hatda gorkam tanadanok.
common_voice_tk_37884776.wav,Şunluk bilen has uly depginde has uly üýtgemeýäniň gözlegine çykdyk.
common_voice_tk_37884777.wav,Gorkyň reňki – ýok.
common_voice_tk_37884778.wav,Merhemetsiz kişiniň derdiňi bilmegi howpludyr.
common_voice_tk_37884779.wav,"Ýadyma düşýär, «Gurruk guýyny» ýazamda şeýle duýgy bolanam bolsa, beýle agyr däldi."
common_voice_tk_37884782.wav,Guşjagazlaryň jürküldisine diň salmanyna-da esli ýyl bolupdyr -
common_voice_tk_37884783.wav,"- Ýok, çörek diýip gelmedim..."
common_voice_tk_37884784.wav,Içiňden edýän pikirleriň üçin özüňi utandyrarsyň.
common_voice_tk_37884785.wav,Fizika ters gelyänini bilyän yöne belkem bu ulanjak terminim ruhlar älemine ters hem däldir.
common_voice_tk_37884787.wav,O näme diýdigiň bolýar?
common_voice_tk_37884788.wav,"Birden öz ýygyrdymdan utandym, gizläsim geldi."
common_voice_tk_37884790.wav,Duşman öňki hüjüminde ölenlerinem ýygnaman ýene çozýardy.
common_voice_tk_37884791.wav,ýöne Oraz sygyr döläň arkasyna geçip aglapdy.
common_voice_tk_37884801.wav,"«Şu gün ýalňyş diýeniň, ertir dürs bolubam duruberýär» diýenlerem bolar."
common_voice_tk_37884802.wav,Geliň onda bagt zynjyrynyň birinji halkasy bolan hajatdan başlalyň.
common_voice_tk_37884810.wav,Beýlekisi bolsa döwrüniň meşhur lukmany James Lind.
common_voice_tk_37884812.wav,"Gel, gyzmalygy bir gyra goýaly, dost."
common_voice_tk_37884815.wav,her kim agzybir bolunanyny isleýär.
common_voice_tk_37884816.wav,Okaýan zatlarym barada gürrüň beresim gelenok
common_voice_tk_37884831.wav,Onuň üçin ähli zadyň bir tarapy bardy – olam öňüdi.
common_voice_tk_37884846.wav,Ýyllar geçýär.
common_voice_tk_37884847.wav,Emma mesele başga ýerde.
common_voice_tk_37787444.wav,"Men „Hawa, dogry, diňe Allah öwgä mynasyp"
common_voice_tk_37787445.wav,Hiçkim sizden biriniň aýdymyna görä tans etmegiňize garaşyp bilmez.
common_voice_tk_37787446.wav,hiç gulagymdan gidenok.
common_voice_tk_37787447.wav,Ana rak keseli barada esasy bilmeli zatlar bilen tanyşdyňyz.
common_voice_tk_37787458.wav,Ýigitlerem mundan artyk ýakynlaşman yzlaryna dolandylar.
common_voice_tk_37787460.wav,ýanjagazynda oturdyp tüýdügini çykardy.
common_voice_tk_37787461.wav,ýöne ýüzlerine gelmezdi.
common_voice_tk_37787466.wav,"welin, teatryň baş režissýory o ýigidiň golundan tutup alyp gitdi."
common_voice_tk_37787467.wav,"Bütewi, el-aýak diýen ýaly beden agzalaryna bölünmedik"
common_voice_tk_37787470.wav,"Gоý, оl mоlla eşigini, mоlla sypatyny üýtgetsin."
common_voice_tk_37787471.wav,"Ony biz ýitirp bileris, ýöne ol ýitmeýär."
common_voice_tk_37787476.wav,Jebriň manysyzlaşmagy sabyrsyzlygy emele getirýär.
common_voice_tk_37787477.wav,arkasyndan onuň ýerine hökümdar bolan weziri gelýär.
common_voice_tk_37787478.wav,Bu-da ygtybarlylygyň güýji dälmi näme?
common_voice_tk_37787479.wav,Ýene-ýekeje sowal: „Mertebäňi saklajak bolsaň näme etmeli?
common_voice_tk_37787488.wav,"Ynsan haýwan däl ahyryn, damagynyň çalynjagyny bilse-de arkaýyn ideklenip barar ýaly."
common_voice_tk_37787489.wav,"Diýmek tama yhlas bilen, sabyr bilen bezeleninde doýum has süýji bolýar."
common_voice_tk_37787490.wav,Nurum sesini çykarmady.
common_voice_tk_37787500.wav,Düşündirenjäňi çyny bilen edip dur.
common_voice_tk_37787502.wav,Ekzýuperi «Çagalygymyň dünýesinden gelýän» diýýär.
common_voice_tk_37787503.wav,Gülüp-oýnalyň
common_voice_tk_37787505.wav,Beýlekiniň göwnüne degäýmeäýin
common_voice_tk_37787506.wav,Syçan
common_voice_tk_37787507.wav,Adaty kesellerde kesmek üçin adamy çaşyrýalar welin ruhy kesellerde-de şeýlemikän?
common_voice_tk_37787508.wav,Ol maşynyny gyra sowup saklady.
common_voice_tk_37787509.wav,Bu-da bir dert-dä…
common_voice_tk_37787510.wav,Bu bolsa tamanyň iň kämil haly bolan ynançdyr.
common_voice_tk_37787511.wav,diýip otaga ädimini ätdi.
common_voice_tk_37787512.wav,"Bolýandyr, bolar, näme üçin bolmasyn"
common_voice_tk_37787513.wav,"Bilýänsiňiz, Ybraýym Edhem hökümdarlygyny taşlap, sopuçylyga ýüz urýar."
common_voice_tk_37787516.wav,Oňa sebäpkär bolanymyzda käte guş bolup uçaýjak bolýas.»
common_voice_tk_37787517.wav,«Ýalňyşsam mugallymym ýa-da synpdaş ýoldaşlarymyň biri düzeder» diýjek gümanyňam ýok.
common_voice_tk_37787518.wav,Şol gidişine gidiberen bolsa ol entegem ýokarylara çekilerdi.
common_voice_tk_37787519.wav,"Aý, haýwanam aňsat arkaýyn ideklemersiň, gaty eldeki janawer bolaýmasa."
common_voice_tk_37787520.wav,Geýnüwli ýigidiň ogluny öwüp aýdanlaryny gaýta-gaýta gaýtalady.
common_voice_tk_37787521.wav,ony arassalamagyň ugruny tapyp berjek ýalňyzlygyň gözlegine çykýarlar.
common_voice_tk_37787522.wav,"Agyp-dönüp, bir eýleden, bir beýleden öwsüp durmak şemala gelşer –"
common_voice_tk_37787523.wav,"Alla janlarym, men-ä kelebimiň ujuny ýitirdim."
common_voice_tk_37787529.wav,"“Sylag-hormat agyr ýükdür, seň boýnuňa uly jogapkärçilik goýýandyr”"
common_voice_tk_37787531.wav,Emma Jelaletdin Rumy «Bolşuň ýaly görün ýa-da görnüşiň ýaly bol!» diýýär.
common_voice_tk_37787532.wav,Ýöne mende reňk adaty reňk däl-de abstrakt many aldy.
common_voice_tk_37787533.wav,"Islendik bir zada, ýagdaýa bolan mätäçlige hajat diýilýär."
common_voice_tk_37787534.wav,Beýleki hemme jandarlar ýaly bizem ilki başda ýekeje öýjükden emele gelýäris.
common_voice_tk_37787535.wav,"Öz çagalygyň, oglanlygyň ýadyňa düşüp gider."
common_voice_tk_37787537.wav,Gatnaşygy ýiterinden howatyr edendir.
common_voice_tk_37787538.wav,Onda maksadyň birligimi?
common_voice_tk_37787539.wav,Bilmände-de bu käriňe ikilik etdigiň bolýar.
common_voice_tk_37787540.wav,"Gysgançlyk edýän diýsem ýalançy, ýöne näme üçindir ýazmasamam ullakan gynanyp gezemok."
common_voice_tk_37787541.wav,Çagalary bilen galan gelni yzynda güzeranyny aýlamak üçin işlemeli bolýar.
common_voice_tk_37787543.wav,Ýöne insoňy sorýala diýip kömürturşy çykaryp gidip oturmak dogry däl.
common_voice_tk_37787544.wav,Emma Maksadyň ony öçürmäge gaýraty çatmady.
common_voice_tk_37787545.wav,hiç zatdan heder etmeýşine meňzeýärdi.
common_voice_tk_37787547.wav,Köpеk nämе jоgap bеrеndir öýdýäňiz?
common_voice_tk_37787548.wav,Oňatmy
common_voice_tk_37787551.wav,"Onuň özem «ýalan ýazmadym» diýende, megerem, şony göz öňünde tutandyr."
common_voice_tk_37787553.wav,Tupanlar we tüweleýler arkaly çölden getirilen minerala baý çägedir gum bölejikleri hem ummana garylýar.
common_voice_tk_37787556.wav,Bu ýük ýeke çekerden agyr.
common_voice_tk_37787557.wav,Ýöne üýtgeşme diýilen zat biz islesegem islemesegem gutulgysyz dowam edip durýar.
common_voice_tk_37787558.wav,Bu zatlaram seni gorka saldymy eý goja dag?
common_voice_tk_37787560.wav,"Dört sagatlyk ýol, maşynyň gowy bolanda."
common_voice_tk_37787561.wav,Bagt zynjyrynyň birinji halkasynyň ejizlikden gelip çykmagy geň şeýle dälmi?
common_voice_tk_37787562.wav,Gymmatlylara beriljek ýekeje sekundam hatda millisekundam gymmatsyzlara bermeli däl.
common_voice_tk_37787564.wav,"Az-azdan artýan ylymy ony dünýä meşhur, il-güne haýyrly uly alym edipdir."
common_voice_tk_37787565.wav,Indi kesel bilen tanyşan bolsak hekaýaly ýere geleli.
common_voice_tk_37787567.wav,Saňa häzir Haljanam düşünmez.
common_voice_tk_37787579.wav,daşaryk çykany bilen ýaňja tamdyrdan çykan çöregiň janyňy alyp barýan ysy Orazyň burnuna urdy.
common_voice_tk_37787580.wav,Dogulamda başlygyň ekiz körpeleriniň biri bolup doguldym.
common_voice_tk_37787581.wav,Hakykatdanam bu hyýalym maňa goltgy berdi
common_voice_tk_37787582.wav,Manysyzdyr öýdüp ýören zatlaryň ýekeje soraga jogap berjek bolup
common_voice_tk_37787585.wav,Bu jandarlar uzaklardan gelen umman garyndan hezil edip iýmitlenýärler.
common_voice_tk_37787588.wav,"Bir dostumyz bardy – owadan, seçelenip duran, şar gara saçlary bardy"
common_voice_tk_37787594.wav,has anygy ony öldürýäris – ýasynam tutamyzok.
common_voice_tk_37787595.wav,Özüňize gowja serediň.
common_voice_tk_37787597.wav,wajyp ýaly görünýär.
common_voice_tk_37787598.wav,O diňe bir ýüregimmi?!
common_voice_tk_37773345.wav,"Indi gezek bedewiňki, ol eýesini oduň içinden alyp çykmaly."
common_voice_tk_37773346.wav,Otagyň dört diwaryna sygaňok.
common_voice_tk_37773347.wav,It
common_voice_tk_37773348.wav,Islendik bir jandaryň hatda barlygyň iň uly hajaty öz ukybyny dogry usulda görkezmekdir.
common_voice_tk_37773349.wav,"Herkimiň öz erki, öz akyly, öz duýgulary bar ahyry."
common_voice_tk_37785851.wav,"«Nirä?» diýen sowala ikilik edäýseň, ondan ýüzüňi öwüräýdigiň ýa-da gelýänje gapysyny gulplaýsaň"
common_voice_tk_37785852.wav,Ýek-tük ýylgyrýanam zor bilen ýylgyrýan ýalydy.
common_voice_tk_37785853.wav,"Gynanýan ýerim, aramyzda onuň tagamyny dadyp görmedigimizem bar ýaly."
common_voice_tk_37785854.wav,Siz şeýle üýtgeşik arzuwa garaşansyňyz.
common_voice_tk_37785871.wav,Ädimleriňiziň näçesini bagtyň näçesini gamyň ugrunda ätdiňiz.
common_voice_tk_37785886.wav,şonuň üçin urdum.
common_voice_tk_37785887.wav,Entägem doly emini tapmak başartmadyk rak keseliniň nämedigini bilýärsiňizmi?
common_voice_tk_37785888.wav,Size ýok diýip bilmеn.
common_voice_tk_37785889.wav,Seniň bilen asmana çykmana taýýar däl daşlaram pytrap gaçandyr.
common_voice_tk_37785890.wav,gülüşip oturanlary düýn ýaly.
common_voice_tk_37785926.wav,"Häzir daýymam dünýede ýok, kakamam."
common_voice_tk_37785927.wav,"«Saryýa» diýen söz seniň üçin ýok bolsa, onda Sahy bagşyň «Saryýasam» ýok bolýar."
common_voice_tk_37785928.wav,Soň gonamçyykdan çykamda töweregim boşan ýaly boldum.
common_voice_tk_37785929.wav,Gözlegiň agyrlygy tapmagyň berýän lezzetini artdyrýar.
common_voice_tk_37785930.wav,- Hudaýa şükür.
common_voice_tk_37785945.wav,Şol günki tüýdügi gargy gamyş tüýdük däldi
common_voice_tk_37785947.wav,Emma başarmadym.
common_voice_tk_37785948.wav,Ýöne onuň gadymy nagyşlary köpden bäri şeýle durandygynyň nyşanydy.
common_voice_tk_37785950.wav,Salam
common_voice_tk_37785986.wav,we belli wagtdan soň häsiýetleşýär.
common_voice_tk_37785988.wav,Hatda Pygamberimiziň salgyt ýygnaýanlara sowgat almagy gadagan eden ýerem bolupdyr.
common_voice_tk_37785989.wav,Garaňky törde gizlin bir gapy tapdy.
common_voice_tk_37785990.wav,Ol ilki ylym öwrenjek bolanda kyn görüpdir.
common_voice_tk_37785991.wav,"Döwür üýtgeýär, dilem üýtgeýär."
common_voice_tk_37785992.wav,Uzak wagtlap aýnaň öňünde oturyp
common_voice_tk_37785993.wav,Şol günem goş-kötelini alyp goňşy oba göçüpdir.
common_voice_tk_37785994.wav,Ony alyp gitdiler.
common_voice_tk_37786024.wav,Hakykatda ejemiň erkek dogany bolmandyr.
common_voice_tk_37786025.wav,Şeýder-de dostuňdan araň açylyberer.
common_voice_tk_37786051.wav,Onuň diline gelenem şu jogap boldy:
common_voice_tk_37786052.wav,iň köp ýer titremeleriň dag eteklerinde
common_voice_tk_37786053.wav,"– Sulýa diýmesene, süle ýaly bolýar. Sülgün diý."
common_voice_tk_37786054.wav,"Ilki bilen aklyňa düşünjelilik gelýär welin, ýöne düşünjeli adamlaryňam oňuşyksyz ýaşap ýöreni kän."
common_voice_tk_37786055.wav,Ýazmak diýilen işiň bir ýeser tarapy bar
common_voice_tk_37786074.wav,sähelçe ýyl yza gitseňem
common_voice_tk_37786075.wav,dagdan gopan bir bölek sowuk daşdyr.
common_voice_tk_37786077.wav,"Egеr оnda mоlla eşigi bоlmadyk bоlsady, dеňindеn sоwulybyrak gеçеrdim, özümi urdurmazdym."
common_voice_tk_37786079.wav,"Giden ýerleriňiziň, eden işleriňiziň hemmesini gözden geçiriň."
common_voice_tk_37786102.wav,"Ony düşündirjek boldugymça «Özüňi süýt bil, dostuňy gaýmak» diýen nakylymyz akylymda aýlanýar."
common_voice_tk_37786104.wav,Kämillik derejesine ýeten gözelligi ylym näçe össe-de üýtgedip bilmeýär.
common_voice_tk_37786126.wav,Ýöne ötünç soramak ýüzsüzlik ýaly gelýär.
common_voice_tk_37786127.wav,Orazyňam maňlaýy çygjardy.
common_voice_tk_37786132.wav,"Nurumyň kakasy ady hammam, köne kümäň içinde çugutdyryp näçe oturanynam, gözünden ýaş syrygýanynam bilenokdy."
common_voice_tk_37786161.wav,Ahyrzamanam gutulgysyz.
common_voice_tk_37786164.wav,Ýa-da okyjy üçin ýazmalymy?
common_voice_tk_37786197.wav,uruşmaly diýlensoň uruşandyklaryna düşünýänçäler bu oglanlardan orsa bolan ýigrenç gitmez.
common_voice_tk_37786201.wav,"Adamogly irki döwürlerden başlap kiçi ýa-da uly bir toparyň, jemgyýetiň içinde ýaşap gelýär."
common_voice_tk_37786203.wav,Ömri dünýe bilen ýaryş gurmaga-da deňeýärler.
common_voice_tk_37786204.wav,Hatda kähalatlar kükregimem doldurup duran ýaly.
common_voice_tk_37786238.wav,aglaýanyň başyny sypamak
common_voice_tk_37786240.wav,Ol «kommunistler» gynalmaga çydaman biribiriniň ýüzüne geldiler.
common_voice_tk_37786241.wav,Takyk bilinýäne gözlerini ýumýanlar bolsa ömür bilinmeýänlerden gorkup gezýärler.
common_voice_tk_37786242.wav,"Başga birini gowja ýepbekläp öz sowatlylygymyzy, ýiti zehinimizi, talantymyzy görkezmäge çalyşýardyk."
common_voice_tk_37786253.wav,Şeýdip ýene bilelikde bagtly durmuşlaryna dowam edýärler.
common_voice_tk_37786255.wav,"Iki sany ýigidekçe-de hersi bir ýaragy okdan dolduryp, mergene uzatmaga taýýar bolup dur."
common_voice_tk_37786257.wav,"Şoň üçinem sekuntma-sekunt, minutma-minut, her sagat, her gün azajykdan öldürmegi saýladym."
common_voice_tk_37786263.wav,Ataňam içiňi ýakaýyn diýen ýaly
common_voice_tk_37786265.wav,"– Kyýamat gopdy, oglum."
common_voice_tk_37786266.wav,"Awgustam geldi. Kim üçin adaty aýlaryň biri, kim üçin…"
common_voice_tk_37786267.wav,"Bеlki, diýjеgini bilsе-dе mоlla düşünеr öýdеn däldir-dä"
common_voice_tk_37786273.wav,Seni öldürkmekden lezzet alýanlar muňa ýaşamak diýdiler.
common_voice_tk_37786274.wav,Edil böwürsleniň tikeneriniň eline ýara salanda çalaja gynanyşy ýaly...
common_voice_tk_37786276.wav,Nämesinden bilmersiň
common_voice_tk_37786277.wav,Aramyzda rak keseliniň adyny eştmedigimiz ýokdur.
common_voice_tk_37786290.wav,"«Karar», «kararly» sözüni çalyşýan, manydaş sözleri gözledim."
common_voice_tk_37786292.wav,Onda şeýle soraglar ýüze çykýar.
common_voice_tk_37786296.wav,Gadym döwürlerde çyndanam bir adam şeýleräk bir sebäpden öldürildi.
common_voice_tk_37786297.wav,"„Ýene-de öwgümi? Öwgüden ýadadyk“ diýme, dost."
common_voice_tk_37786300.wav,Ene görgüli her gün kişiň hapasyny ýygnaýa-ýygnaýa bizar bolandyr
